报告期,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
流动资产合计(万元),464659,511891,542595,538383,551471,587686,633172,659577,679673,608727,567867,564078,567332,563346,607465,713385,709988,752424,732665,698626,733244,648106,616389,631632,697705,758349,10402,7145,10476,14856,12820,6032,7330,9707,19658,7646,9338,13516,12366,6633,6806,13655,13083,7201,8287,11694,8346,6628,8068,10220,13102,6706,6863,9654,3945,3788,3764,3199,2545,1386,1955,3951,
固定资产净额(万元),--,676818,--,632418,--,655346,--,663999,--,687206,--,660826,--,689093,685816,688765,677842,689919,687946,698647,711357,725592,733650,742690,757284,771651,54448,55282,56142,57005,57150,58030,58330,59173,43322,43996,44669,45342,43635,43837,44284,44928,44168,44626,44856,45422,44671,45138,45721,46316,43384,43838,44371,44932,44229,44675,45176,45685,46199,37687,38107,38441,
资产总计(万元),1462421,1528103,1437178,1449490,1462570,1513449,1545370,1584361,1614782,1560244,1485921,1500427,1515361,1528771,1525444,1634609,1616072,1668611,1671094,1657648,1725272,1659106,1639189,1664965,1748880,1792128,73699,70751,74969,80238,76694,69291,71206,74043,68508,53901,56163,61026,59144,52730,53507,61013,60123,54607,55802,59788,55597,54089,56140,58916,60025,52935,53649,57023,51027,50824,51311,51267,51166,50302,51082,53221,
流动负债合计(万元),787536,883827,770808,788696,806977,867399,871560,872644,909203,851694,791485,817325,833071,858818,849531,949483,906169,967035,861904,834209,904371,875968,910928,910381,966409,1013828,20812,16898,19985,26174,23618,16621,17271,21063,17812,9302,10397,16027,16111,9557,10080,15258,15931,9797,10498,15941,12845,11070,12835,17583,18642,11470,12287,17315,14142,13701,14770,17254,18007,17356,16860,20466,
非流动负债合计(万元),139703,137420,162673,163683,153392,149829,163955,177661,162103,164695,143292,122719,123274,125693,141034,141890,143556,145251,244173,261857,264789,267801,260192,276828,280981,281528,18904,19275,19647,20006,19562,18913,19253,19590,18301,12213,12481,12742,11702,11804,11994,15178,14477,14608,14771,14935,14397,14426,14547,14268,14924,14970,15036,15101,12988,13028,12790,12789,12497,12617,18198,18228,
负债合计(万元),927239,1021247,933480,952380,960369,1017228,1035515,1050305,1071306,1016389,934777,940044,956345,984511,990565,1091374,1049725,1112286,1106077,1096065,1169160,1143769,1171120,1187209,1247390,1295356,39716,36174,39631,46180,43180,35534,36525,40653,36113,21515,22878,28769,27812,21361,22074,30437,30408,24405,25269,30876,27241,25496,27382,31852,33566,26439,27323,32416,27130,26729,27560,30043,30504,29973,35058,38695,
所有者权益(或股东权益)合计(万元),535181,506856,503698,497111,502202,496221,509855,534056,543476,543855,551144,560383,559017,544260,534879,543235,566347,556325,565017,561582,556112,515337,468069,477756,501490,496773,33983,34578,35337,34058,33514,33757,34681,33389,32395,32385,33285,32257,31332,31369,31433,30577,29714,30202,30532,28911,28356,28593,28758,27064,26459,26495,26326,24607,23898,24095,23751,21224,20662,20329,16024,14526,
期初现金及现金等价物余额(万元),86486,149643,149642,149643,149643,142665,142665,142665,142665,139129,139129,139129,139087,227873,227873,227873,227873,210331,210382,210382,210382,373662,373662,373662,380320,172593,3758,3758,3758,2485,2485,2485,2485,9217,9217,9217,9217,7278,7278,7278,7278,5883,5883,5883,5883,4933,4933,4933,4933,3824,3824,3824,3824,529,529,529,529,928,0,928,928,944,--,0,0,
经营活动产生的现金流量净额(万元),29329,187216,55644,7496,7133,78740,6437,-9966,-12947,70760,33288,-8790,-16880,90427,33371,4898,5091,143458,40790,20867,-19855,62537,41202,8617,-51006,186407,-357,-1937,-1773,5985,7355,279,-748,7907,3394,-5439,-5355,9847,2746,-1819,-1785,4110,3671,-1877,-3820,5428,-1181,103,642,4792,3621,-2480,-484,6408,1736,2614,1708,7762,3965,1327,590,545,371,243,137,
投资活动产生的现金流量净额(万元),-2092,-109303,-9073,-5937,-1402,-11336,-2790,-1767,-1040,14579,18117,12441,15515,-68394,-48969,-37115,-24346,6616,17291,15597,-1345,-38516,-38463,-37412,-37864,-20980,-696,-233,-208,-3953,-2775,-1240,-912,-17516,-6812,-1398,-75,-2725,-1352,-147,-55,-2216,-1620,-985,-356,-2479,-1353,-1186,-454,-3683,-2486,-534,-228,-1007,-591,-333,-144,-3793,-584,-422,-313,-91,210,223,4,
筹资活动产生的现金流量净额(万元),-26719,-141070,-98162,-87535,-54659,-60425,-5119,12250,13215,-81802,-43559,-27173,-5115,-110819,-81746,-4674,5809,-132528,-8864,2961,69952,-187358,-157393,-126736,-18423,35641,-415,-406,0,-760,-697,-681,0,2877,2877,-2123,0,-5183,-3183,-3183,-3183,-500,-500,-500,0,-2000,0,--,--,--,2000,1000,0,-2107,-1100,-1080,-50,-4368,-3319,-1227,-617,-469,-38,-33,-18,
现金及现金等价物净增加额(万元),519,-63157,-51591,-85976,-48928,6978,-1471,517,-772,3537,7846,-23522,-6480,-88786,-97343,-36890,-13446,17542,49214,39422,48751,-163331,-154652,-155530,-107293,201069,-1468,-2576,-1981,1272,3883,-1642,-1659,-6732,-541,-8959,-5430,1939,-1789,-5148,-5023,1395,1551,-3362,-4176,950,-2534,-1083,188,1110,3135,-2014,-712,3294,44,1201,1514,-399,63,-322,-340,-15,543,433,123,
期末现金及现金等价物余额(万元),87005,86486,98052,63667,100715,149643,141194,143182,141894,142665,146975,115607,132607,139086,130530,190982,214427,227873,259596,249805,259134,210331,219010,218132,273028,373662,2290,1182,1777,3757,6368,843,825,2485,8676,257,3787,9217,5489,2129,2254,7278,7434,2520,1707,5883,2399,3850,5121,4933,6959,1810,3111,3824,574,1730,2043,529,0,606,588,928,543,0,0,		
		
  
