报告期,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业收入(万元),197564,591453,427963,281709,163117,505469,429326,297786,183190,668958,478359,329297,185289,731113,533700,369471,218874,769121,561453,400428,238911,716071,416062,273950,147191,592199,16225,13028,9760,26084,17860,14696,10844,26520,16896,13290,9377,24080,15667,12046,8676,22101,14704,11714,8775,20608,13403,10931,7815,18608,11940,9112,6519,17004,11061,8557,5828,15403,10028,7255,4590,61384,53712,28474,1599,
营业成本(万元),140051,462887,353389,242093,134426,457063,392218,264627,159582,564031,407848,271872,147355,621009,449069,310220,181705,584335,425536,297559,171936,578001,368413,239560,115912,480607,14697,11076,7421,21787,15456,12264,8422,21250,14410,11327,7508,19475,13168,10037,7025,16554,11436,8764,6147,15173,9785,7713,5137,13186,8422,5936,3846,12371,8096,5643,3645,11154,7085,4883,2918,59794,50948,26924,2045,
营业利润(万元),33353,26305,13065,638,9727,-52677,-40290,-17459,-6865,-2249,-3029,9370,13208,11,6406,8512,12119,56360,52394,46681,39451,18787,-32174,-17941,6940,-47659,157,963,1750,1570,782,1231,1732,2318,903,883,1384,1930,1056,1093,1153,1827,955,1632,2175,2389,1762,2054,2269,3099,2460,2495,2310,2887,1891,2179,1787,2250,1678,1494,1358,-2676,-1544,-853,-1220,
利润总额(万元),33128,23286,9272,-3242,9805,-55313,-40422,-17472,-6832,7132,6206,18530,13229,17636,6268,8803,12000,54651,54913,49196,39629,22861,-30061,-17159,7373,-44128,542,1318,1750,1909,1060,1374,1732,2492,1077,1055,1384,2385,1056,1093,1153,2357,1128,1767,2174,2617,1776,2080,2270,3406,2515,2553,2307,3245,3274,3515,3025,6698,6135,5802,1497,-1960,-916,-214,-1252,
所得税费用(万元),10117,20661,8546,2076,5931,-8559,2545,1960,1766,4593,5194,5420,3772,6394,5903,4079,3293,8188,7316,4162,2739,5499,630,5291,5023,2409,202,383,471,618,313,384,441,736,315,303,356,705,300,301,297,692,325,477,553,769,484,551,577,950,663,665,589,962,601,644,498,--,--,--,0,54,58,21,0,
净利润(万元),23012,2625,726,-5318,3875,-46754,-42968,-19432,-8598,2539,1012,13110,9457,11242,365,4724,8707,46463,47597,45034,36890,17362,-30692,-22450,2350,-46537,340,935,1279,1292,747,990,1292,1756,762,752,1029,1680,755,792,856,1665,803,1290,1621,1847,1292,1529,1694,2457,1851,1888,1719,2283,2673,2871,2527,6698,6135,5802,1497,-2014,-974,-235,-1252,
基本每股收益,0.17,0.02,0.01,-0.04,0.03,-0.35,-0.32,-0.15,-0.06,0.02,0.01,0.1,0.07,0.09,0,0.04,0.07,0.35,0.36,0.34,0.28,0.13,-0.23,-0.17,0.02,-0.43,0.02,0.05,0.06,0.06,0.04,0.05,0.06,0.08,0.04,0.04,0.05,0.08,0.04,0.04,0.04,0.08,0.04,0.06,0.08,0.09,0.06,0.07,0.11,0.15,0.12,0.12,0.11,0.14,0.17,0.18,0.16,0.42,0.38,0.36,0.09,-0.08,-0.06,-0.01,-0.08,
货币资金(万元),237624,268979,278199,230700,218752,277655,282751,319206,310798,242853,209008,178808,208678,198590,201525,268963,273041,280878,303130,286831,296909,243777,255442,260244,318841,418856,5329,3922,7561,10257,9208,843,825,2485,8676,257,3787,9217,5489,2129,2254,7278,7434,2520,1707,5883,2399,3850,5121,4933,6959,1810,3111,3824,574,1730,2043,529,991,606,588,928,
应收账款(万元),70262,73509,85185,105004,121083,110831,131748,146000,152894,144193,154337,154378,149527,111009,120379,126489,131376,99519,129472,119575,134918,141362,158034,166119,156976,127883,2366,2056,1842,2071,1587,3363,4176,4016,2012,3773,4337,1666,4132,2488,2439,1302,2339,2648,5219,2137,3998,1575,2021,1851,2615,2553,1879,2868,1369,696,1315,2058,1193,218,802,1543,
存货(万元),18052,28873,27771,26394,30813,26586,33164,39244,36082,39860,34939,27414,26979,31456,23486,26153,29271,46261,40077,22747,24305,26286,52209,61155,67191,79386,974,163,552,2298,1435,1410,980,2870,2468,1447,679,2484,1725,1635,993,4424,2198,1078,911,3537,618,409,875,3089,2347,2002,1817,2949,1640,757,307,540,309,473,523,1431,
