报告期,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业收入(万元),1662149,7791214,6142740,3858813,1525227,4868479,3485184,2218454,1172857,5274135,3854443,2410260,1176119,5018187,3675464,2344125,1164152,4050786,3037716,2073649,1113241,2952601,1998200,1262958,616380,2925364,2136336,1634492,957189,4142209,3019658,1981268,970529,4032934,3342921,2251390,1116497,4459173,3346960,2284157,1068112,5043185,3758652,2405026,1070598,4568775,3380072,2235439,1049419,3559778,2576655,1646163,844911,3870233,3040531,1876986,896578,3135160,2573782,1606462,770272,2671185,1803799,959777,406532,
营业成本(万元),1565422,7189160,5469163,3459283,1385089,4639218,3260987,2044025,1075972,4921141,3580689,2206761,1108222,4524374,3261122,2080421,1077496,3567798,2669773,1869067,993013,2567767,1704015,1091418,538954,2981190,1888733,1490155,865159,3848912,2769027,1813913,884602,3775198,3140323,2115396,1042990,4188977,3111749,2119436,986189,4612771,3396062,2157346,955021,4075703,2973998,1963945,928858,3383368,2460608,1558547,766639,3439168,2565546,1563874,748101,2639134,2176035,1389189,687082,2372925,1611519,905011,390476,
营业利润(万元),59519,349199,511991,298986,92750,50825,33831,28454,18636,65572,57262,52866,29370,120198,84212,76885,35899,196722,162816,63065,39641,99523,89319,32227,15463,-383324,14101,12100,8591,32700,24827,18944,11985,18355,31331,17975,10732,-4976,16355,17832,10256,70951,81928,61763,31972,110280,96600,68681,37145,-126360,-132721,-89870,5616,24155,189068,134418,53205,213014,179468,131592,43733,204154,129698,41188,11506,
利润总额(万元),59009,343550,508938,297014,92217,41685,31978,26564,18039,57582,51824,47890,28957,105413,84245,76961,36058,191631,165376,64707,40351,103876,93252,34636,16102,-368132,17503,14257,10871,35382,26152,19961,12536,35736,33918,19640,12064,25520,18944,18863,10294,86719,83490,62837,32086,100462,90947,69349,37409,-132454,-141839,-89836,5810,24130,188784,135346,53603,216491,183925,134970,46884,203184,129623,41185,11503,
所得税费用(万元),14841,90186,128338,74698,22931,2537,3161,924,146,1895,3087,2596,1834,1795,1682,1164,949,30692,31190,11711,9703,21328,31486,14006,11418,-44039,67,-242,776,3894,1814,1044,756,7792,6238,3026,1856,18575,6005,4374,1502,7164,5533,3301,1599,7930,4935,489,182,22065,1485,1153,1427,7621,47151,33802,13375,46596,60671,44492,15427,40588,40201,11053,1258,
净利润(万元),44168,253364,380600,222317,69286,39148,28817,25641,17893,55686,48738,45293,27122,103618,82564,75797,35108,160939,134186,52997,30648,82548,61766,20630,4683,-324093,17436,14498,10096,31487,24339,18917,11780,27944,27679,16614,10208,6946,12939,14490,8792,79555,77957,59536,30487,92532,86012,68861,37227,-154519,-143324,-90989,4383,16509,141634,101544,40229,169895,123254,90478,31457,162595,89421,30132,10245,
基本每股收益,0.11,0.6,0.92,0.57,0.18,0.1,0.07,0.07,0.05,0.14,0.13,0.12,0.07,0.27,0.21,0.2,0.09,0.51,0.43,0.17,0.1,0.25,0.18,0.06,0.01,-1.05,0.05,0.04,0.02,0.07,0.06,0.06,0.04,0.09,0.09,0.05,0.03,0.02,0.04,0.05,0.03,0.25,0.25,0.19,0.1,0.3,0.27,0.22,0.12,-0.49,-0.46,-0.29,0.01,0.05,0.45,0.32,0.13,0.54,0.39,0.29,0.1,0.71,0.29,0.27,0.09,
货币资金(万元),562346,883110,1008014,951070,960707,1312667,1842834,1678848,1861105,1841584,1998421,1694577,1731305,1656747,1549877,1857024,1109356,1703771,1238228,1224058,1145544,1293191,883720,777208,818532,514048,374289,369557,1101848,979294,576064,297164,434918,457453,314400,241594,276957,362098,247647,291853,317638,324296,144428,299186,191542,147505,177521,257052,205489,284296,359227,453135,395477,222084,157130,143104,133618,224287,175050,188772,227246,218420,
应收账款(万元),25588,25685,22876,22551,23050,24522,23714,23480,23261,23570,59229,61472,59854,63948,77940,70789,75916,72860,59337,53605,64128,62387,39648,45270,42384,48858,49238,33029,42078,48777,29307,39826,39432,35477,24814,22058,27379,28508,39044,40025,47942,41278,32156,32564,35775,34486,52441,62866,60046,57841,71626,67734,50941,50731,94591,85320,86065,81733,165953,162120,92670,137076,
存货(万元),958680,1019017,1094238,866335,1003085,904007,948142,958604,943970,770040,964866,1196758,1093209,1067775,1240973,1289380,1184969,1120990,1073709,983470,1081674,978217,917397,950461,969811,860173,1257579,1175344,1071764,1100841,1179729,1197444,1222617,1160705,1036756,1011698,1068993,979372,1198084,1277584,1340944,1283521,1251830,1181339,1134301,1029760,1004457,838318,814332,807567,830099,644648,677451,785974,1005574,747794,551278,460504,482263,501775,380272,380149,
流动资产合计(万元),2059774,2426459,3549297,3286869,3425261,3437572,3500849,3271764,3270512,3055824,3469570,3581363,3427101,3328127,3294823,3702920,2926261,3522148,2932466,2720480,2650262,2649799,2160797,2127373,2136624,1783689,2057912,2110739,2766369,2533670,2207598,2086502,2253637,2107792,1825204,1713282,1834493,1769442,2014583,2081672,2206170,2021744,1871325,1885498,1675152,1511667,1589564,1599846,1555492,1468153,1600955,1459042,1410727,1332010,1613066,1490570,1273678,1204980,1114561,1134894,932542,972107,
固定资产净额(万元),--,2548067,--,2513715,--,2628457,--,2495243,--,2612338,--,2267297,--,2392450,2218276,2273971,2342381,2385207,1922068,1975358,2022689,2068847,1867783,1908508,1957217,2004625,1664471,1702239,1675865,1714428,1703941,1753999,1801249,1857459,1570489,1615710,1678254,1710909,1660651,1706979,1752979,1800617,1742855,1790000,1837758,1885662,1657984,1693082,1734197,1796249,1286510,1395693,1468521,1511403,1239823,1310891,1292499,1370884,1330896,1397332,1481228,1578582,
资产总计(万元),5115266,5514712,6725248,6475207,6644667,6500747,6520066,6271040,6241990,6073143,6375936,6142393,6006534,5963250,5973886,6403312,5675497,6299814,5669238,5463150,5330103,5415571,4839979,4818908,4768528,4446164,4573582,4552170,5139266,4917060,4475475,4283031,4414055,4305031,3879110,3751540,3864620,3832637,4072154,4138006,4269053,4105939,3913510,3929404,3721646,3587174,3613802,3592640,3538675,3482169,3508948,3408927,3385339,3272233,3433561,3235452,2983522,2935630,2782604,2775780,2594993,2716457,
流动负债合计(万元),1697623,2128587,3018710,2733562,3076247,3293294,3259556,3738458,3767164,3514303,3851754,3497050,3279350,3258627,3328937,3989700,3510931,4533211,3808471,3579736,3370623,3553700,3013524,3136080,3217172,2911309,2695267,2746072,3292681,3209159,2739066,2623420,2721847,2628986,2181521,2051356,2141881,2052049,2297352,2308009,2291872,2174753,1872559,1904723,1609695,1588193,1510425,1581942,1629359,1782129,1742336,1729794,1595238,1486190,1470832,1302058,1051069,1042408,846449,944552,772533,921817,
非流动负债合计(万元),1064878,1079485,1270425,1362274,1343168,1052385,1112944,503390,454888,557557,527731,651402,733382,738683,698323,473920,247090,281697,401423,505394,601781,535416,520534,417703,302409,290946,292088,222510,252405,124215,159278,87701,112155,108188,144022,157497,180468,249032,236705,290662,412449,375246,489823,491974,576933,494449,605216,533337,454182,287575,342552,203138,203055,203380,243907,257784,218142,219145,286323,214172,181619,196379,
负债合计(万元),2762501,3208071,4289136,4095836,4419415,4345679,4372500,4241848,4222052,4071860,4379485,4148452,4012732,3997310,4027260,4463621,3758021,4814908,4209893,4085130,3972404,4089115,3534059,3553783,3519581,3202255,2987355,2968582,3545086,3333374,2898344,2711121,2834002,2737174,2325542,2208853,2322349,2301081,2534057,2598671,2704321,2550000,2362382,2396697,2186627,2082643,2115641,2115280,2083541,2069704,2084889,1932932,1798293,1689570,1714739,1559842,1269212,1261554,1132772,1158724,954153,1118195,
所有者权益(或股东权益)合计(万元),2352764,2306641,2436113,2379370,2225252,2155068,2147567,2029192,2019938,2001283,1996452,1993941,1993802,1965940,1946626,1939691,1917476,1484906,1459344,1378019,1357699,1326456,1305921,1265124,1248947,1243909,1586226,1583588,1594180,1583686,1577131,1571910,1580053,1567857,1553568,1542687,1542271,1531556,1538097,1539335,1564731,1555940,1551128,1532707,1535019,1504531,1498161,1477360,1455134,1412464,1424059,1475995,1587047,1582663,1718823,1675609,1714310,1674076,1649832,1617056,1640841,1598261,
期初现金及现金等价物余额(万元),629910,922942,922942,922942,922942,1344141,1344141,1344141,1344141,1175255,1175255,1175255,1175255,1231758,1231758,1703771,1231758,1232464,1227357,1227357,1227357,461278,461278,461278,514048,932703,932703,979294,977466,445242,457453,457453,457453,373615,354091,362098,354091,272019,272019,324296,324296,126045,147505,147505,126045,137291,284296,284296,137291,185173,222084,222084,185173,214107,224287,224287,224287,218420,218420,218420,214181,189751,189751,189751,189751,
经营活动产生的现金流量净额(万元),28906,41347,154382,152492,-96647,-203900,-140763,-15148,68485,697782,405574,98479,275256,361994,693347,73052,-887151,274424,-410543,-404731,-342273,955735,364662,239078,259849,-230501,-140011,-234404,60117,286814,-23527,-122246,-126204,268794,9194,50801,-65309,88425,8966,18952,57996,133347,25059,114176,22075,258648,63901,60211,93258,358890,91463,177254,209191,429260,209074,79328,33660,274535,160803,98835,66527,210871,82910,21694,-13322,
投资活动产生的现金流量净额(万元),-12702,389774,-188996,-274721,-342099,-619989,-176504,-70668,-22433,-454487,-84353,-54520,-21345,-7751,-75842,-17695,13565,-191644,-89986,-45476,-32558,-258735,-128318,-86875,-53678,-344377,-196303,-138819,-100098,-8727,-68694,-104214,3648,-167486,-131831,-64480,-37890,-178732,-117446,-101088,-55772,-282221,-171816,-136589,-61331,-385920,-314805,-275788,-117153,-382211,-268294,-189634,-102874,-268892,-231667,-176948,-153576,-261966,-140026,-66761,-46432,-127704,-27265,-10610,-6277,
筹资活动产生的现金流量净额(万元),-84138,-720040,-315345,-353332,-31043,405632,354207,-116453,-98298,-81949,-65019,-45144,-38418,-415053,-541418,-165779,379625,-71027,438560,375506,232262,44656,70542,85517,60328,96517,-251882,-253220,126205,211409,170120,27211,84477,-26642,71594,-113391,18110,173110,59740,21315,-8882,295154,143940,174229,83407,115822,144133,188338,92095,-24544,52755,-10778,66493,-189235,-44518,16488,29295,-9106,-64151,-61727,-6038,-55552,-24142,-19560,4998,
现金及现金等价物净增加额(万元),-67639,-293032,-351551,-477196,-469659,-421200,35692,-202382,-48503,168887,261902,3637,212918,-56503,93439,-99921,-494610,-706,-71262,-78860,-143436,766079,310870,276566,263787,-471425,-583216,-627285,87163,487461,77974,-199149,-37871,71628,-51276,-127225,-85206,82072,-49505,-61600,-6658,145974,-3077,151681,44037,-11246,-106775,-27244,68198,-47882,-124092,-23175,172793,-28934,-67156,-81183,-90669,5867,-43370,-29649,14056,28669,31502,-8476,-14600,
期末现金及现金等价物余额(万元),562270,629910,571391,445745,453283,922942,1379833,1141759,1295639,1344141,1437157,1178892,1388173,1175255,1325196,1603851,737147,1231758,1156096,1148497,1083922,1227357,772149,737845,777835,461278,349487,352009,1064629,932703,535427,258304,419582,445242,302815,234872,268885,354091,222514,262696,317638,272019,144428,299186,170082,126045,177521,257052,205489,137291,97992,198909,357967,185173,157130,143104,133618,224287,175050,188772,228238,218420,221253,181276,175151,		
		
  
