报告期,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
流动资产合计(万元),286130,291152,300771,289872,356206,366526,348015,364285,266152,464724,465834,427837,406275,409706,405685,395539,431056,443128,918329,870058,951372,847673,801575,785732,780875,775102,797015,785038,738406,756757,631797,622450,652311,594406,614961,595985,605093,575883,513929,481401,450023,426312,436905,422969,440127,406263,382057,410728,374872,363706,321440,309443,324374,277575,308210,309049,295688,282728,247796,254428,256917,233548,
固定资产净额(万元),--,50360,--,54206,--,54419,--,54449,--,58279,--,55998,--,57227,55784,57922,59528,59769,99452,101778,94308,95978,86071,86393,87723,89729,73460,75041,75415,76946,80275,81107,81790,82713,81612,81464,82717,81552,64870,50462,48986,41313,37855,38466,38113,39337,38788,36285,35839,37200,34239,34950,34098,34788,38330,38763,32995,33513,30606,30156,32557,32481,
资产总计(万元),432938,442308,455955,415276,481568,490312,493556,505725,401246,602400,603897,581337,561993,569371,557693,551469,585942,594924,1214870,1162374,1236589,1137017,1058612,1029501,1008548,1004220,1005563,983477,916101,929007,806180,782656,811812,756042,769984,747584,756834,726102,649621,600941,566089,541792,536201,516795,528917,492458,464238,495682,492988,481703,454113,437535,458283,424081,481916,481580,470108,456438,416791,423144,429471,399468,
流动负债合计(万元),267204,278724,285862,284845,292958,310942,297107,317179,277709,483035,471172,445077,439871,303638,286523,280359,328102,332204,811335,786860,844894,853696,829066,800823,787869,786338,844184,826386,757180,824341,709262,682349,715752,662454,671458,648193,662696,633761,580420,533481,501006,479740,480578,460664,473890,441008,424415,457838,456074,461343,379302,370196,385088,336882,364266,362980,351893,369110,343563,350486,346991,327289,
非流动负债合计(万元),56055,60578,63771,64182,64279,64368,25869,26058,24238,24253,32787,38177,31631,183149,184024,191085,171531,175933,385793,350970,346198,216597,154437,152736,147054,147463,90468,89694,88445,38582,18816,18950,19054,19227,26025,29228,29381,29546,16694,10700,10747,8801,5785,6053,6396,5603,6172,5809,5793,5668,35905,31830,31756,31719,31684,31609,31473,7473,1694,1444,2388,677,
负债合计(万元),323259,339301,349633,349027,357238,375310,322976,343237,301948,507288,503959,483255,471502,486787,470547,471444,499632,508137,1197128,1137830,1191092,1070293,983503,953559,934923,933801,934652,916080,845625,862922,728077,701299,734806,681681,697483,677421,692077,663307,597113,544181,511753,488541,486363,466718,480286,446611,430587,463647,461867,467011,415207,402026,416844,368601,395950,394589,383366,376583,345257,351930,349379,327967,
所有者权益(或股东权益)合计(万元),109678,103007,106322,66248,124330,115002,170579,162488,99298,95112,99937,98082,90490,82584,87146,80025,86310,86787,17742,24543,45497,66724,75109,75942,73625,70419,70910,67397,70476,66085,78103,81357,77006,74361,72501,70163,64757,62795,52508,56760,54336,53250,49838,50077,48631,45847,33651,32035,31122,14692,38906,35508,41439,55480,85966,86991,86742,79855,71534,71213,80092,71502,
期初现金及现金等价物余额(万元),152876,180117,180117,180117,180117,251602,251602,251602,251602,195068,195068,195068,195068,92411,92411,92411,92411,259347,259347,259347,259347,187794,187794,187794,187794,295601,295601,295601,295601,190389,190389,190389,190389,137768,137768,137768,137768,97994,97994,97994,97994,71351,71351,71351,71351,68689,165014,68689,165014,64282,130289,130289,130289,73423,--,118250,118250,40051,72640,72640,74396,45289,80987,80987,81522,
经营活动产生的现金流量净额(万元),-10411,48505,16302,7158,-2439,33715,46540,18783,7802,64134,31422,24996,16812,172512,81924,38964,-2045,53098,-34236,-69326,680,48023,-7927,-15604,686,-49242,-23823,-24393,-37408,49233,8023,12591,6264,35410,8195,358,2065,24917,-4799,-4559,2819,-7591,2801,8790,8888,14090,-2417,2762,7614,-27634,19924,15490,26476,9846,24274,27432,-6922,35514,15856,35132,8692,-2688,4457,6212,2480,
投资活动产生的现金流量净额(万元),-1980,-45459,-43559,-39305,-3138,16105,-26654,-15576,-2495,-14377,1314,-926,-1840,-7021,-1773,-545,936,-277549,-7085,-6382,-13332,-99521,-8728,-8431,-4979,-37417,-22050,-12205,-5754,-33257,-13481,1722,3627,-18882,-1810,4585,1895,-24819,-14577,-3551,-3997,-10702,-6180,7367,-2662,11932,4810,5603,-1820,-15536,-710,2843,-2560,-8323,-4065,-2038,-2608,-297,3566,-932,-833,14651,-525,-970,-509,
筹资活动产生的现金流量净额(万元),-16005,-30286,-1655,-61,9342,-121305,-111838,-104894,-166729,6777,22129,-171,-22963,-62834,-58187,-44126,-12628,57515,114706,73424,17025,123048,24560,16650,9375,-21384,241,8033,-19605,89393,26665,-8253,14728,36123,-19973,2641,-16121,39676,9318,9217,10603,44944,12741,-5160,-1097,-23352,-25811,-7797,897,47251,-19113,-18005,-3752,-10947,-7950,-10343,-1537,-1754,-122,-6825,-1845,-17201,-3754,-2742,907,
现金及现金等价物净增加额(万元),-28396,-27240,-28912,-32208,3765,-71485,-91952,-101687,-161422,56534,54866,23899,-7992,102657,21964,-5707,-13737,-166937,73405,-2263,4375,71553,7906,-7386,5081,-107807,-45636,-28564,-62769,105212,21170,6068,24606,52621,-13589,7583,-12161,39774,-10057,1107,9425,26643,9362,10996,5129,2662,-23419,617,6691,4407,100,328,20164,-9141,12259,15052,-11066,33372,19301,27376,6015,-5238,178,2501,2878,
期末现金及现金等价物余额(万元),124481,152876,151205,147909,183882,180117,159650,149915,90180,251602,249933,218966,187076,195068,114375,86704,78674,92411,332753,257085,263722,259347,195701,180408,192875,187794,249965,267037,232832,295601,211558,196457,214995,190389,124180,145351,125608,137768,87937,99101,107419,97994,80714,82348,76480,71351,141595,69306,171705,68689,130389,130617,150453,64282,12259,133302,107183,73423,91941,100015,80410,40051,81165,83488,84399,		
		
  
