报告期,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业收入(万元),5339665,19797034,15148859,10457448,5323099,15237340,10333400,6735794,2977050,10078237,7632880,4233327,1505299,6006726,4383152,2645226,1158443,2228797,1630049,1089169,418471,1923996,1378871,748562,356822,84070,60192,40430,17159,87606,61713,38560,18223,121781,87761,55324,32064,132696,94786,64530,32705,93586,61808,43735,18439,57960,30149,19199,8242,42648,27156,11741,4667,48461,36443,26382,12543,46533,31522,20374,9115,33398,24647,16315,7059,
营业成本(万元),4514204,16751809,12764063,8860616,4576342,12411631,8149913,5425673,2314102,7986583,6260280,3495703,1360196,5241324,3659379,2259695,979139,1866237,1388675,945049,350912,1665024,1202850,634784,307335,75623,53782,36349,13457,74667,51284,32405,14201,94400,67310,42420,25351,105712,78232,54071,26427,78415,49741,35477,14775,45023,22842,15114,6014,32479,20606,8895,3360,38659,27766,20695,9671,36300,24624,15973,6863,25395,18556,12216,5234,
营业利润(万元),536547,1979068,1625300,1102392,515746,1805124,1328356,752899,290536,1322331,893375,527509,60809,411917,445733,217079,116062,203548,128707,62381,31718,126202,74972,54587,18474,-27137,-19426,-12719,-3374,-19495,-12352,-9085,-3356,-2181,-102,335,-62,-1423,-2379,-1710,-277,-6952,-3793,-1653,-536,-1900,-1610,-1487,-401,227,-1175,-2024,-871,338,376,298,105,591,407,317,113,316,359,282,109,
利润总额(万元),536656,1982806,1625549,1102526,515875,1803730,1327015,750178,288671,1321199,893451,528007,60762,414008,445529,216660,116066,203741,135445,66963,34010,139793,81680,58007,20271,-24735,-18413,-12096,-3062,-18433,-11516,-8567,-3062,1143,775,1084,74,1344,-2156,-1568,-189,-6449,-3598,-1503,-492,509,-1471,-1393,-356,432,-1032,-1929,-867,306,346,288,105,609,409,319,115,324,364,285,110,
所得税费用(万元),114467,428988,353835,238541,104079,454251,335874,195572,72094,309961,212478,124900,12800,73761,73762,26173,5641,29270,24740,11052,5102,25250,17678,11447,4045,184,73,47,41,544,-8,-34,-1,-207,41,9,2,102,-315,-276,71,760,-52,115,116,156,-36,19,-15,-39,-41,-32,-11,-51,-145,-70,1,223,148,78,18,37,109,77,31,
净利润(万元),422189,1553818,1271714,863985,411796,1349479,991141,554606,216577,1011237,680973,403107,47962,340247,371767,190486,110425,174471,110705,55910,28908,114542,64002,46560,16226,-24919,-18486,-12142,-3103,-18977,-11508,-8533,-3061,1350,734,1075,72,1242,-1841,-1292,-260,-7209,-3546,-1618,-608,353,-1436,-1412,-342,471,-991,-1897,-855,357,491,358,103,386,261,242,97,287,255,208,79,
基本每股收益,0.6,2.21,1.81,1.23,0.59,1.92,1.41,0.79,0.31,1.44,0.98,0.57,0.1,0.68,0.76,0.39,0.28,0.61,0.42,0.2,0.1,0.45,0.26,0.19,0.08,-0.36,-0.27,-0.43,-0.11,-0.67,-0.42,-0.31,-0.12,0.05,0.03,0.04,0,0.08,-0.07,-0.05,-0.01,-0.35,-0.18,-0.08,-0.04,0.02,-0.07,-0.07,-0.02,0.02,-0.05,-0.09,-0.08,0.03,0.04,0.03,0.01,0.04,0.03,0.02,0.01,0.03,0.02,0.02,0.01,
货币资金(万元),2444419,1598605,1873017,1904852,1856782,1567134,1985071,1957944,2771371,1650850,2066702,1552312,1357612,1232306,1492290,2324412,842006,241672,206833,242464,209451,256419,190524,304308,335176,19248,20556,25740,26973,22222,21659,19050,32571,19891,23090,19010,16353,15352,21722,30722,32847,43157,18693,24777,19780,18278,14690,13367,10890,12172,14356,20567,25913,7413,5354,6406,4571,7956,9926,12731,9757,10153,
应收账款(万元),120941,264384,282300,41692,403355,136360,84951,109942,118598,67540,388202,128498,49227,48378,73787,49402,24960,4405,7474,11993,10788,6560,14562,11953,18088,30172,29764,30414,26161,29873,30234,29616,32675,36063,37995,36510,41813,46995,46760,42046,40589,35527,34446,32970,25208,25199,22039,20114,20713,21895,17824,16800,16284,18352,17337,16381,15120,12962,12919,12569,11402,10277,
存货(万元),3637844,3355300,2932045,2654723,2313947,1969112,1823107,1339466,2188692,1946402,1542694,1760609,1801777,1847914,1053980,587124,648231,231359,217103,248627,319069,181870,249072,270131,251103,65136,67242,65198,66853,61309,61761,59754,57283,50370,54669,48214,41012,44951,50102,51358,53151,48938,51947,42387,39761,35073,27407,25160,21409,19161,24891,29135,28444,25370,29171,25404,21981,21351,21024,19537,19080,17729,
